CompTotal,Gender,Manager,YearsCode,Age1stCode,YearsCodePro,Education
1e+05,Man,IC,7,13,2,BA
130000,Man,Manager,16,12,7,BA
61000,Man,IC,9,15,1,MA
71500,Man,IC,10,19,5,BA
126729,Man,IC,23,9,21,NA
190000,Man,IC,20,10,6,PhD
192000,Man,IC,25,14,20,BA
180000,Man,Manager,37,12,30,PhD
102000,Man,Manager,7,18,3,BA
120000,Man,IC,11,27,11,BA
70000,Man,IC,2,11,2,PhD
147400,Woman,IC,20,10,9,PhD
90000,Man,IC,10,15,5,MA
150000,Man,IC,40,20,35,PhD
107000,Man,IC,5,24,5,BA
120000,Man,Manager,30,8,20,MA
140000,Woman,IC,8,20,6,BA
160000,Man,IC,40,15,34,MA
65000,Man,IC,7,14,6,BA
140000,Man,IC,5,13,2,BA
71000,Man,IC,5,13,LT 1 year,BA
110000,Man,IC,6,21,5,MA
90000,Man,IC,8,18,4,BA
180000,Man,Manager,23,19,18,BA
118000,Man,IC,20,Younger than 5 years,13,BA
42000,Man,IC,6,13,3,LT BA
70000,Man,Manager,8,20,8,LT BA
120000,Man,IC,20,14,11,PhD
475000,Man,IC,13,11,4,BA
90000,Man,Manager,15,10,12,BA
82000,Man,IC,10,14,2,BA
62000,Man,IC,16,17,11,PhD
77000,Man,IC,9,19,6,BA
115000,Woman,IC,16,10,12,BA
72500,Man,IC,5,28,LT 1 year,BA
90000,Man,IC,10,20,5,BA
155000,Man,IC,10,8,10,MA
250000,Man,IC,30,9,20,BA
70000,Man,IC,4,16,2,BA
55000,Man,IC,10,14,8,LT BA
168000,Man,Manager,18,8,18,LT BA
1e+05,Man,IC,15,13,5,LT BA
90000,Man,IC,7,18,3,BA
170000,Man,IC,20,12,16,BA
150000,Man,IC,28,12,23,BA
145000,Man,IC,38,30,35,LT BA
115000,Man,IC,28,9,15,BA
138000,Man,IC,15,11,5,BA
135000,Man,IC,20,8,18,BA
332000,Man,IC,6,22,6,BA
1e+05,Man,IC,18,16,15,BA
143000,Man,IC,21,15,20,LT BA
117000,Man,IC,43,16,22,BA
70000,Man,IC,32,6,19,BA
94000,Man,IC,6,16,3,BA
175000,Man,IC,22,8,21,LT BA
1e+05,Man,IC,6,16,2,BA
123500,Man,IC,14,14,5,BA
120000,Man,IC,10,15,4,BA
225000,Man,Manager,24,18,20,BA
104000,Man,IC,16,10,6,BA
80000,Man,Manager,5,18,LT 1 year,BA
71500,Man,IC,16,11,5,MA
105560,Man,IC,7,12,3,MA
148000,Man,Manager,14,11,10,Professional
72000,Man,IC,2,34,LT 1 year,NA
220000,Man,IC,12,12,3,BA
76000,Man,IC,7,12,1,Professional
80000,Man,IC,6,18,2,BA
98000,Man,Manager,6,17,3,BA
52000,Woman,IC,10,20,5,BA
65000,Man,IC,18,8,5,Professional
1e+05,Man,Manager,7,19,6,BA
2e+05,Woman,IC,14,19,7,PhD
260000,Man,IC,25,6,15,BA
120000,Woman,IC,3,23,3,MA
90000,Woman,IC,4,10,2,BA
75000,Man,Manager,13,13,4,BA
67000,Man,IC,8,11,5,BA
102000,Man,IC,40,16,NA,MA
67800,Woman,IC,6,20,5,BA
1e+05,Man,Manager,6,16,2,BA
70000,Man,IC,2,29,1,BA
63000,Woman,IC,4,19,3,MA
95000,Man,IC,30,7,16,LT BA
58000,Man,IC,5,24,3,LT BA
130000,Man,IC,10,8,7,MA
105000,Man,IC,11,26,11,LT BA
155000,Man,Manager,33,16,30,BA
123000,Man,IC,35,12,25,LT BA
70000,Woman,IC,6,14,4,LT BA
425000,Man,IC,20,14,15,LT BA
185000,Man,IC,18,10,15,MA
90000,Man,IC,5,14,2,BA
158000,Man,Manager,38,10,27,MA
120000,Man,IC,15,12,7,BA
95000,Man,IC,40,16,36,LT BA
150000,Man,IC,32,17,32,BA
60000,Man,IC,10,14,2,BA
220000,Man,Manager,28,9,22,LT BA
75000,Man,IC,28,10,16,MA
1e+05,Man,IC,17,31,10,BA
168750,Man,IC,30,10,20,BA
65000,Man,IC,6,11,3,MA
150000,Man,IC,6,18,3,BA
148000,Woman,IC,15,20,11,MA
102000,Woman,IC,10,23,10,BA
120000,Man,IC,30,16,26,BA
124000,Man,IC,20,16,13,LT BA
80000,Man,IC,8,18,5,BA
127400,Man,IC,27,10,15,MA
250000,Man,IC,30,12,24,BA
4e+05,Man,Manager,25,10,6,PhD
127000,Man,IC,8,17,3,BA
160000,Man,Manager,9,16,5,BA
117000,Man,IC,24,14,22,BA
86000,Man,IC,40,9,10,BA
90000,Woman,IC,8,17,3,MA
225000,Man,IC,9,18,6,BA
154000,Woman,IC,9,13,7,BA
50000,Man,IC,3,30,3,LT BA
116000,Man,IC,21,12,15,BA
130000,Man,IC,39,11,33,LT BA
83000,Man,IC,5,15,3,BA
50000,Woman,IC,1,23,1,BA
60000,Man,IC,8,12,2,BA
89000,Man,IC,15,10,5,BA
77000,Woman,IC,19,12,4,MA
94000,Woman,IC,3,23,3,BA
145000,Man,IC,45,16,41,BA
70000,Man,Manager,18,16,10,BA
95000,Woman,IC,8,11,4,BA
1e+05,Man,IC,15,12,8,BA
65000,Man,IC,10,14,2,BA
75000,Man,IC,12,10,3,BA
85000,Man,IC,5,12,4,MA
65000,Man,IC,5,10,3,BA
110000,Man,IC,5,26,4,BA
103000,Man,IC,9,24,5,BA
35000,Man,IC,15,8,6,BA
175000,Woman,IC,43,19,39,BA
106000,Man,IC,5,18,4,BA
40000,Man,IC,6,15,LT 1 year,LT BA
78000,Man,IC,30,14,24,BA
150000,Man,IC,11,12,LT 1 year,BA
140000,Man,IC,4,12,2,BA
127800,Man,IC,12,18,7,MA
125000,Man,IC,10,14,5,BA
75300,Man,IC,15,14,4,BA
110000,Man,IC,18,22,20,LT BA
85000,Woman,IC,19,5,9,MA
110000,Man,IC,40,9,35,BA
110000,Man,Manager,36,13,27,MA
210000,Man,IC,5,11,5,BA
74970,Man,IC,12,17,6,BA
220000,Man,IC,32,7,18,BA
66532,Man,IC,30,8,7,BA
175000,Man,IC,25,11,20,BA
80000,Man,IC,5,18,2,BA
100010,Man,IC,11,18,7,BA
170000,Man,IC,19,13,18,PhD
60000,Man,IC,25,12,3,MA
175000,Man,IC,40,14,33,MA
120000,Man,IC,7,18,3,BA
75000,Man,IC,3,21,2,LT BA
77000,Man,IC,5,14,2,LT BA
197000,Man,IC,22,15,16,BA
190000,Man,IC,14,17,10,BA
2e+05,Man,IC,23,10,10,BA
92000,Man,IC,4,15,4,BA
140000,Man,IC,15,12,3,MA
170000,Man,IC,11,16,4,BA
121000,Man,IC,17,10,10,BA
325000,Man,IC,8,14,4,BA
140000,Woman,IC,8,19,4,MA
125000,Man,IC,7,15,3,MA
85000,Man,IC,7,21,6,LT BA
60000,Man,IC,7,16,5,BA
82500,Man,IC,6,14,2,BA
91000,Man,IC,25,14,12,BA
131000,Woman,IC,18,14,13,BA
78000,Woman,Manager,4,15,4,MA
125000,Man,IC,38,19,15,MA
130000,Man,IC,9,14,7,LT BA
120000,Man,IC,10,16,6,BA
130000,Man,IC,35,9,20,BA
120000,Man,IC,10,10,4,BA
185000,Man,Manager,15,Younger than 5 years,15,BA
1100000,Man,IC,20,11,11,BA
126500,Man,IC,10,24,4,PhD
85000,Man,IC,12,14,6,BA
85000,Man,IC,15,13,11,BA
153000,Man,IC,20,15,20,LT BA
65000,Man,IC,7,18,3,BA
1e+05,Man,IC,10,18,10,BA
78000,Woman,IC,2,30,1,BA
120000,Man,IC,13,17,11,MA
72000,Man,IC,8,17,5,BA
118000,Man,IC,15,10,12,BA
48850,Man,IC,12,14,7,BA
1e+05,Man,IC,30,10,20,LT BA
160000,Man,IC,13,15,6,BA
103000,Man,Manager,17,17,14,BA
130000,Man,IC,14,14,14,PhD
62000,Man,IC,6,16,1,BA
160000,Man,IC,5,18,2,BA
115000,Man,IC,8,8,6,MA
98000,Man,IC,10,7,2,BA
73000,Man,IC,4,19,1,BA
80000,Man,IC,4,22,2,LT BA
34496,Woman,IC,2,21,1,LT BA
98000,Man,IC,16,10,13,LT BA
110000,Man,IC,25,7,18,MA
76000,Woman,IC,3,18,LT 1 year,BA
71000,Man,IC,9,18,5,BA
103000,Man,IC,43,19,21,BA
150000,Woman,IC,5,10,3,LT BA
36000,Man,IC,7,6,5,MA
80000,Man,IC,6,23,5,LT BA
70000,Man,IC,20,10,10,LT BA
41000,Man,IC,2,25,1,BA
180000,Man,Manager,18,12,8,MA
440000,Man,IC,12,10,4,BA
93000,Man,IC,10,14,3,BA
130000,Man,IC,17,15,12,MA
102000,Man,IC,8,13,1,MA
79000,Man,IC,6,18,2,BA
65000,Man,IC,8,13,LT 1 year,LT BA
2e+05,Man,IC,24,9,17,BA
87000,Man,IC,13,14,5,BA
116000,Man,IC,35,6,25,BA
56000,Woman,IC,6,22,6,MA
108000,Woman,IC,5,17,2,BA
57000,Man,IC,20,17,7,BA
150000,Man,Manager,10,18,5,BA
135000,Man,IC,7,23,5,BA
105000,Man,IC,7,11,6,LT BA
120000,Man,IC,15,23,13,MA
130000,Man,IC,25,12,15,MA
60000,Man,IC,3,24,2,BA
109000,Man,IC,17,13,13,BA
180000,Man,IC,33,14,26,MA
130000,Woman,IC,3,21,LT 1 year,BA
1e+05,Man,IC,14,14,12,BA
135000,Man,Manager,30,10,16,LT BA
95000,Man,IC,17,8,12,LT BA
71000,Man,IC,3,28,2,LT BA
126000,Man,IC,7,11,4,BA
70000,Woman,IC,5,19,5,BA
140000,Man,IC,18,12,10,MA
105000,Man,IC,21,8,17,BA
290000,Man,IC,20,14,13,BA
80000,Man,IC,12,16,2,PhD
55000,Man,IC,15,8,10,LT BA
60000,Man,IC,5,18,LT 1 year,BA
155000,Man,IC,8,17,4,BA
150000,Man,IC,6,7,LT 1 year,MA
160000,Man,IC,11,21,10,BA
180000,Man,IC,24,9,20,BA
120000,Man,IC,25,8,11,BA
159000,Man,IC,37,16,35,BA
87420,Man,Manager,10,12,6,BA
72500,Man,IC,8,16,1,BA
90000,Man,IC,19,14,15,LT BA
155000,Man,Manager,18,14,17,BA
80000,Man,IC,15,17,12,BA
73000,Woman,IC,4,34,2,MA
70000,Man,IC,6,21,5,MA
240000,Man,IC,25,8,11,BA
120000,Woman,IC,5,12,4,MA
135000,Man,IC,35,10,30,LT BA
4e+05,Man,Manager,25,7,23,LT BA
125000,Man,IC,33,18,31,BA
65550,Woman,IC,16,21,13,BA
102000,Man,IC,13,16,7,BA
80400,Man,IC,10,14,3,BA
55000,Man,IC,13,11,2,MA
150000,Man,Manager,23,15,12,MA
85000,Man,IC,14,15,6,BA
1e+05,Man,IC,4,21,4,BA
1e+05,Man,IC,25,7,11,BA
110000,Man,IC,6,17,5,BA
50000,Man,IC,5,18,3,BA
145000,Woman,IC,6,24,6,BA
90000,Woman,IC,4,8,3,BA
150000,Man,IC,10,16,7,BA
105000,Man,IC,30,16,30,LT BA
120000,Man,IC,15,14,10,BA
1e+05,Man,IC,13,12,5,BA
76000,Man,IC,38,12,1,BA
101000,Man,IC,5,8,5,LT BA
33550,Woman,IC,20,14,12,BA
90000,Man,IC,21,10,8,BA
87000,Woman,IC,7,18,3,BA
91000,Man,IC,9,8,3,BA
90000,Man,IC,6,8,4,MA
51000,Man,IC,4,28,3,LT BA
58000,Man,IC,NA,NA,NA,BA
80000,Man,IC,7,14,4,BA
135000,Man,IC,8,16,6,LT BA
66000,Man,IC,4,18,2,BA
190000,Man,IC,9,16,2,BA
113000,Man,IC,25,8,16,BA
90000,Man,IC,4,21,2,MA
85000,Man,IC,23,8,14,BA
65000,Man,Manager,7,18,3,LT BA
67000,Man,IC,6,12,3,BA
90000,Man,IC,7,18,5,BA
197000,Man,IC,24,6,20,BA
55000,Man,IC,7,25,2,MA
1e+05,Man,IC,7,16,1,BA
180000,Man,IC,8,15,5,MA
90000,Man,IC,20,16,12,BA
1e+05,Man,IC,19,16,13,BA
90000,Man,IC,11,17,7,BA
78000,Man,IC,15,12,2,BA
90000,Man,IC,20,9,12,BA
127000,Man,Manager,15,10,10,BA
95000,Man,IC,14,7,8,BA
1e+05,Man,IC,14,15,8,BA
120000,Man,Manager,25,8,18,MA
1e+05,Man,IC,5,21,3,MA
93000,Man,IC,3,22,3,BA
67000,Man,IC,10,13,6,LT BA
86320,Man,IC,13,8,2,BA
118000,Man,IC,48,14,42,MA
60000,Man,IC,5,18,4,LT BA
80000,Man,IC,39,11,25,LT BA
170000,Man,Manager,30,12,25,BA
50000,Man,IC,12,10,10,LT BA
112200,Man,IC,12,14,2,MA
270000,Woman,IC,25,11,17,MA
63000,Man,IC,2,27,1,MA
70000,Woman,IC,22,8,9,MA
95000,Man,IC,14,19,10,MA
115000,Woman,IC,22,8,10,BA
74500,Man,IC,3,18,2,BA
69400,Man,IC,10,18,4,BA
135000,Man,IC,22,12,13,LT BA
125000,Man,IC,35,12,24,BA
120000,Man,IC,30,15,22,BA
110000,Man,IC,23,16,13,BA
170000,Man,IC,35,7,30,BA
95000,Man,IC,17,23,12,BA
88000,Man,IC,5,13,4,BA
50000,Woman,IC,6,39,1,MA
102000,Man,IC,16,22,12,BA
112800,Man,IC,9,22,9,BA
91000,Man,IC,16,18,10,MA
135000,Man,IC,36,10,21,LT BA
70000,Man,IC,9,15,1,BA
145000,Man,IC,21,7,6,BA
90000,Man,IC,27,13,21,BA
105000,Man,IC,7,30,6,BA
132500,Man,IC,5,17,1,BA
50000,Woman,IC,4,19,2,BA
77500,Man,IC,5,20,4,BA
2e+05,Man,IC,34,8,30,MA
94000,Man,Manager,19,15,13,BA
120000,Man,IC,16,14,10,MA
93000,Man,IC,9,25,9,LT BA
122000,Man,IC,21,15,14,BA
210000,Man,IC,8,19,5,BA
240000,Woman,IC,20,9,20,MA
70000,Man,IC,7,12,6,BA
99000,Man,IC,18,20,12,BA
140000,Man,IC,6,17,6,BA
120000,Man,IC,15,13,10,BA
180000,Man,IC,15,13,2,BA
2e+05,Man,IC,18,15,13,BA
91500,Man,IC,5,23,4,BA
90000,Man,IC,14,14,8,BA
72000,Man,IC,5,14,2,LT BA
1e+05,Woman,IC,8,17,4,BA
81000,Man,IC,8,15,5,MA
72000,Man,IC,9,14,6,BA
3e+05,Man,IC,18,12,15,BA
106000,Man,IC,13,9,8,BA
170000,Man,Manager,5,21,35,MA
280000,Man,IC,15,12,11,BA
105000,Man,IC,10,19,7,BA
63000,Man,IC,6,18,2,BA
75000,Man,IC,12,10,3,BA
130000,Man,IC,30,Younger than 5 years,15,BA
55000,Man,IC,15,10,11,BA
155000,Woman,IC,3,21,2,BA
90000,Woman,IC,10,11,6,BA
88000,Man,Manager,36,11,27,MA
82500,Man,IC,7,19,4,BA
119000,Man,IC,25,8,22,MA
112000,Man,IC,8,21,2,BA
185000,Man,Manager,30,5,25,MA
61500,Woman,IC,4,19,2,BA
135000,Man,IC,4,21,2,BA
85000,Man,IC,16,8,10,BA
88000,Man,IC,8,25,5,BA
117000,Man,IC,7,16,4,BA
110000,Man,IC,11,9,2,PhD
53000,Man,IC,13,15,2,LT BA
73000,Man,IC,7,15,2,BA
98000,Man,IC,8,30,6,MA
185000,Man,IC,20,17,20,BA
45000,Man,IC,11,15,LT 1 year,LT BA
1e+05,Man,IC,20,21,16,BA
160000,Man,IC,22,10,22,BA
205000,Man,Manager,25,10,22,BA
90000,Man,IC,7,16,7,BA
110000,Man,IC,10,16,7,BA
120000,Man,IC,5,16,4,BA
180000,Man,IC,24,12,24,BA
170000,Woman,IC,20,15,15,BA
108500,Man,IC,28,19,28,BA
73000,Man,IC,6,14,3,BA
90000,Man,IC,15,19,10,BA
18500,Woman,IC,9,18,3,BA
95000,Man,IC,14,8,13,LT BA
61000,Man,IC,5,15,3,LT BA
45000,Man,IC,6,13,3,LT BA
105000,Man,IC,8,27,8,MA
140000,Man,IC,22,25,19,MA
83000,Woman,IC,27,15,7,MA
75000,Woman,IC,4,19,1,BA
120000,Man,IC,15,16,11,BA
80000,Man,IC,19,13,10,BA
98000,Man,IC,15,12,9,MA
105000,Man,IC,5,20,4,BA
120000,Man,IC,15,10,4,BA
115000,Man,IC,15,16,10,BA
70000,Man,IC,5,19,4,LT BA
85000,Man,IC,12,15,5,BA
190000,Man,IC,12,18,10,BA
55000,Man,IC,4,20,2,LT BA
113500,Man,IC,22,11,5,LT BA
110000,Man,Manager,10,7,6,BA
1e+05,Man,IC,25,8,23,LT BA
128000,Man,IC,14,14,12,BA
75000,Man,IC,22,10,8,MA
57500,Man,IC,9,15,5,BA
118000,Man,IC,7,12,7,BA
99500,Man,IC,15,14,9,BA
3e+05,Man,IC,35,10,35,MA
80000,Man,IC,7,16,4,LT BA
67000,Man,IC,20,16,15,LT BA
88000,Man,IC,3,Younger than 5 years,2,LT BA
92000,Man,IC,19,12,19,BA
110000,Man,IC,4,19,4,LT BA
145000,Man,IC,25,13,20,LT BA
140000,Man,IC,9,22,9,BA
6e+05,Man,IC,26,10,20,PhD
60000,Woman,IC,2,14,2,BA
88300,Man,IC,3,14,2,LT BA
95000,Man,IC,12,10,12,BA
94500,Man,IC,31,12,20,BA
110000,Man,Manager,20,16,7,BA
55000,Woman,IC,2,27,1,BA
180000,Man,Manager,21,13,14,LT BA
113000,Man,IC,3,23,2,BA
105000,Man,IC,11,10,LT 1 year,BA
116000,Man,Manager,22,30,5,BA
190000,Man,IC,29,15,27,BA
250000,Man,IC,20,15,16,LT BA
70000,Man,IC,7,15,4,MA
85000,Man,IC,9,17,8,BA
2e+05,Man,IC,14,22,11,MA
140000,Man,IC,3,10,2,MA
194000,Man,IC,10,14,6,BA
130000,Man,IC,20,10,8,BA
155000,Man,IC,8,13,3,BA
73290,Man,IC,11,12,2,BA
160000,Man,Manager,32,12,20,PhD
90000,Man,Manager,14,15,9,BA
275000,Man,IC,25,15,25,MA
10500,Man,IC,10,15,6,BA
120000,Man,IC,15,20,12,BA
120000,Man,IC,6,20,5,MA
150000,Man,IC,25,8,20,BA
85000,Man,IC,6,20,3,BA
84000,Man,IC,12,15,10,BA
233000,Man,IC,14,12,10,BA
75000,Man,IC,10,14,4,BA
60000,Man,IC,10,16,3,MA
1e+05,Woman,IC,19,13,17,MA
60000,Man,IC,26,12,8,BA
140000,Man,IC,20,10,11,BA
70000,Woman,Manager,2,14,2,LT BA
980000,Man,IC,10,20,7,BA
225000,Man,IC,40,14,35,PhD
93000,Man,IC,27,19,23,BA
135000,Woman,IC,17,22,13,BA
75000,Man,IC,8,9,5,BA
115000,Woman,IC,7,22,5,BA
55000,Woman,IC,2,15,2,BA
135000,Man,IC,37,16,35,MA
250000,Man,IC,10,17,9,BA
96000,Man,IC,11,18,7,BA
2e+05,Man,IC,6,15,2,BA
62000,Man,IC,5,12,2,MA
91000,Man,IC,10,20,5,BA
130000,Woman,IC,3,10,3,BA
120000,Man,IC,33,12,14,MA
75000,Man,IC,6,17,5,BA
193000,Man,IC,26,7,23,LT BA
70000,Woman,IC,4,23,2,BA
120000,Woman,IC,4,21,3,BA
160000,Man,IC,4,18,1,BA
80000,Man,IC,3,28,2,BA
83000,Man,IC,9,17,5,BA
235000,Man,IC,26,12,22,MA
90000,Man,IC,15,15,7,PhD
63000,Man,IC,9,21,8,MA
120000,Man,IC,25,14,20,NA
120000,Man,IC,18,17,6,BA
135000,Man,IC,6,21,6,BA
62000,Woman,IC,1,30,1,LT BA
180000,Man,IC,35,10,15,BA
86000,Man,IC,30,10,27,LT BA
105000,Man,IC,14,14,5,BA
130000,Woman,IC,10,15,4,BA
115000,Man,IC,10,5,9,BA
122000,Man,IC,39,12,20,MA
1e+05,Man,IC,18,15,16,LT BA
94000,Man,IC,14,24,14,LT BA
96000,Man,IC,42,14,38,BA
110000,Man,IC,11,23,8,BA
58000,Man,IC,7,19,3,BA
170000,Man,IC,15,14,13,LT BA
110000,Man,IC,17,13,6,BA
82000,Man,IC,3,15,2,BA
140000,Man,IC,13,22,7,MA
155000,Man,IC,30,10,23,MA
116000,Man,IC,12,15,7,MA
70000,Man,IC,5,24,2,BA
50000,Man,IC,5,22,5,LT BA
110000,Man,IC,26,13,26,BA
285000,Man,IC,15,10,6,BA
90000,Man,IC,12,20,1,MA
121000,Woman,IC,8,9,1,BA
110000,Man,IC,12,15,3,BA
150000,Man,IC,4,17,LT 1 year,BA
90000,Man,IC,10,10,8,BA
1e+05,Man,IC,9,10,4,BA
220000,Man,IC,22,12,10,MA
220000,Man,IC,12,12,10,BA
80000,Man,IC,11,30,8,LT BA
120000,Man,IC,9,20,7,BA
72000,Man,IC,4,11,3,LT BA
125000,Man,IC,20,14,13,BA
160000,Man,IC,12,11,10,BA
146000,Man,IC,28,10,4,LT BA
90000,Man,IC,10,12,3,BA
90000,Man,IC,16,16,10,BA
120000,Man,Manager,12,15,12,LT BA
32000,Woman,IC,10,20,8,BA
61000,Woman,IC,9,18,7,BA
101000,Man,IC,6,18,2,BA
110000,Man,IC,9,13,4,MA
150000,Man,Manager,25,13,25,MA
65000,Man,IC,3,23,2,LT BA
185000,Man,IC,7,14,3,BA
133200,Man,Manager,25,9,18,PhD
65800,Woman,IC,17,13,7,BA
63000,Man,IC,40,Younger than 5 years,3,LT BA
80000,Man,IC,15,14,15,LT BA
68000,Man,IC,8,15,3,BA
148806,Man,Manager,39,11,25,MA
11000,Man,IC,7,15,4,BA
4e+05,Man,Manager,18,7,13,MA
115000,Man,IC,14,22,12,BA
101000,Man,IC,20,19,16,LT BA
70000,Man,IC,5,11,5,BA
72000,Man,IC,3,16,1,BA
150000,Man,IC,12,14,8,MA
76000,Man,IC,16,21,14,BA
138000,Man,IC,20,13,12,BA
115000,Man,Manager,15,22,15,BA
97000,Man,IC,8,11,2,BA
46000,Man,Manager,7,12,5,BA
2e+05,Man,Manager,38,8,23,PhD
67000,Woman,IC,15,10,10,LT BA
3e+05,Man,IC,20,13,16,BA
110000,Man,IC,14,15,9,BA
65000,Man,IC,6,16,1,BA
170000,Man,Manager,8,20,6,BA
78000,Man,IC,16,14,6,BA
180000,Man,IC,15,14,11,BA
97000,Man,IC,19,10,1,BA
110000,Man,IC,3,17,2,BA
68000,Man,IC,11,13,6,BA
95000,Man,IC,6,20,3,BA
70000,Man,IC,7,18,4,BA
72000,Man,IC,43,17,39,BA
90000,Woman,IC,4,27,3,BA
90000,Man,IC,13,16,11,BA
147000,Man,IC,23,13,12,MA
90100,Man,IC,15,10,11,LT BA
64000,Man,IC,5,15,5,MA
60000,Man,IC,5,19,LT 1 year,BA
120000,Man,IC,20,25,20,LT BA
43000,Man,IC,4,13,4,LT BA
80000,Man,IC,13,14,4,BA
60000,Man,IC,20,12,5,LT BA
91000,Man,IC,6,26,5,BA
170000,Man,Manager,16,10,7,LT BA
150000,Man,IC,10,14,8,BA
50000,Man,IC,18,7,3,BA
93000,Man,IC,12,20,8,BA
124500,Man,IC,10,14,6,BA
69000,Man,IC,14,18,5,PhD
110000,Man,IC,5,13,2,BA
160000,Man,Manager,17,13,12,BA
96000,Man,IC,16,14,12,BA
180000,Man,IC,20,12,15,LT BA
270000,Man,Manager,40,14,32,BA
91000,Man,IC,7,18,2,MA
70000,Woman,IC,3,14,1,LT BA
68000,Man,IC,LT 1 year,29,LT 1 year,BA
240000,Man,IC,30,14,25,BA
125000,Man,IC,9,20,4,BA
5e+05,Man,IC,37,6,15,MA
45000,Man,IC,21,13,13,BA
130000,Man,IC,22,14,11,MA
109000,Man,Manager,18,21,18,BA
60000,Woman,IC,1,23,LT 1 year,BA
140000,Woman,IC,40,12,29,BA
64627,Man,IC,8,20,6,BA
73500,Man,IC,1,12,1,MA
115000,Man,IC,35,15,23,BA
88000,Man,IC,10,14,6,BA
136000,Man,IC,11,20,3,PhD
140000,Woman,IC,4,8,2,PhD
130000,Man,IC,15,11,10,LT BA
92500,Man,Manager,10,16,6,BA
56000,Man,IC,14,14,5,LT BA
3e+05,Man,IC,18,8,11,BA
180000,Man,Manager,19,8,11,BA
450000,Man,IC,30,13,25,BA
105000,Man,IC,20,8,10,BA
59000,Man,IC,15,13,10,LT BA
120000,Man,IC,10,15,5,BA
99000,Man,IC,12,23,12,PhD
134400,Man,IC,14,10,14,LT BA
80000,Man,IC,16,10,12,BA
59000,Man,IC,5,18,LT 1 year,BA
1e+05,Man,IC,10,22,6,BA
275000,Man,Manager,38,10,32,LT BA
297000,Man,IC,12,13,12,PhD
80700,Man,IC,2,18,LT 1 year,LT BA
88000,Man,IC,10,14,4,BA
104000,Man,IC,20,19,17,LT BA
150000,Man,IC,15,19,11,MA
79000,Man,IC,6,20,3,BA
150000,Man,IC,24,8,20,BA
90000,Man,IC,4,24,4,BA
60000,Woman,IC,2,35,1,LT BA
90000,Man,IC,11,15,4,BA
53500,Man,IC,3,20,1,BA
60000,Man,IC,10,13,3,BA
60000,Man,IC,12,12,4,LT BA
155000,Man,IC,10,19,6,MA
120000,Man,IC,24,14,15,BA
78540,Man,IC,7,26,5,LT BA
1e+05,Man,IC,10,16,6,BA
2e+05,Man,Manager,35,13,22,MA
90000,Man,Manager,18,12,15,BA
120000,Man,IC,24,18,21,BA
80000,Woman,IC,5,18,1,BA
250000,Man,IC,12,21,12,BA
160000,Woman,Manager,20,10,20,MA
115000,Woman,IC,15,28,12,BA
109000,Man,IC,7,15,3,BA
150000,Man,IC,20,8,10,PhD
145000,Man,IC,37,16,31,BA
160000,Man,IC,22,12,22,BA
66000,Man,IC,4,6,2,BA
40000,Man,IC,9,19,5,LT BA
135000,Man,IC,25,14,20,BA
195000,Man,Manager,36,15,30,BA
60000,Man,IC,4,19,3,BA
45000,Man,IC,25,16,2,BA
60000,Man,IC,11,15,5,BA
105000,Man,IC,15,16,12,LT BA
75000,Man,IC,7,15,2,BA
105000,Man,IC,10,16,8,BA
127000,Man,Manager,18,14,12,BA
110000,Man,IC,30,13,21,BA
240000,Man,Manager,33,12,25,LT BA
235000,Man,Manager,25,Younger than 5 years,20,BA
48000,Man,IC,1,29,LT 1 year,MA
140000,Woman,IC,20,13,18,BA
71000,Man,IC,10,16,6,BA
77500,Man,IC,5,15,3,BA
95000,Man,IC,12,13,5,BA
280000,Man,IC,35,12,23,PhD
143000,Man,Manager,9,19,6,MA
145000,Man,Manager,19,9,4,LT BA
111000,Man,Manager,5,18,3,MA
72000,Man,IC,8,12,3,BA
125667,Man,IC,22,14,2,BA
83200,Man,IC,10,18,6,BA
90000,Man,IC,10,12,4,BA
180000,Man,IC,26,5,19,LT BA
70000,Man,IC,3,21,2,MA
165000,Man,IC,10,12,5,MA
80000,Man,IC,6,24,4,MA
122000,Man,IC,5,11,1,BA
214000,Man,IC,10,14,4,BA
90000,Woman,IC,4,21,3,BA
132000,Woman,Manager,15,16,11,BA
190000,Man,IC,3,13,2,LT BA
50000,Man,IC,2,25,LT 1 year,BA
95472,Man,IC,12,16,9,MA
2e+05,Man,IC,4,22,3,LT BA
245000,Woman,IC,8,18,3,BA
119000,Man,IC,17,20,12,BA
105000,Man,IC,9,10,5,MA
180000,Woman,IC,30,15,25,MA
210000,Man,IC,12,22,11,MA
160000,Man,IC,6,17,3,BA
90000,Man,IC,20,23,17,LT BA
130000,Man,IC,20,8,15,BA
57000,Man,IC,4,23,2,BA
1e+05,Man,IC,13,16,8,BA
218500,Man,Manager,26,13,23,MA
145000,Man,IC,10,13,7,BA
45000,Man,IC,1,25,LT 1 year,LT BA
80000,Man,IC,NA,12,10,BA
140000,Man,IC,17,15,14,BA
230000,Man,IC,4,11,3,LT BA
167750,Man,IC,22,7,21,BA
130000,Man,IC,12,16,5,BA
170000,Man,IC,19,5,10,MA
130000,Man,IC,40,18,35,MA
118000,Woman,IC,6,6,5,MA
65000,Man,IC,7,18,3,BA
185000,Man,IC,23,13,11,BA
80000,Man,IC,3,13,3,MA
160000,Man,IC,15,12,10,BA
120000,Woman,IC,23,14,23,BA
